case,primary_nm,secondary_nm,time_h,shell,A,S,C,R,B,T,U,V,W,P,Q,L,E,D,X,LA,LS,J,H,beta_nm_per_copy,initial_cell_weight,optical_weight,damage_in_per_h,repair_per_h,hazard_per_h,commitment_flux_per_h,permeabilization_flux_per_h,delivery_per_initial_cell_per_h
primary_excess,1000.0,3.0,72.0,1,993.5797039049038,0.0009010777693203736,2.984293628696392,0.17342811286870588,149.76064598723607,0.44979813095760496,0.09070402266194817,157.4799068919156,0.4728433919073203,24.21271021881548,0.09351408712378785,0.9763274279660669,0.0055311585468889824,0.018141413487043633,0.0,762.7418556812532,2.175733639799252,104.82059388110613,0.012635043939221128,0.004151347667934616,0.037037037037037035,0.7,0.003214441761988241,0.002700792743020443,0.001067320322567772,0.0010420541053485057,0.0009218597578148304,1.3158380127917308
primary_excess,1000.0,3.0,72.0,2,994.2058561687321,0.0009013846060368706,2.9871877149205215,0.17327142414892407,149.71354280198653,0.4498133485431979,0.09023111767094126,157.41285250788405,0.4728343236864841,24.249266096570157,0.09418973432206451,0.9754255991807709,0.005669518995106139,0.018904881824123712,0.0,763.8073407773546,2.1997091894924616,105.97566696151291,0.013111726957520985,0.004151347667934616,0.25925925925925924,0.85,0.0032167805571107237,0.0027203061992928886,0.0010904105730692984,0.001063614386589168,0.0009449198325176899,1.3158127775660962
primary_excess,1000.0,3.0,72.0,3,995.4581542118252,0.0009019969747326695,2.992977161464262,0.17301507637658156,149.67543270171657,0.45001053443583394,0.08980726211729226,157.35862719192767,0.47304604589552873,24.32493207769365,0.095330593246476,0.9738896634528886,0.005905920889836826,0.020204415657274877,0.0,764.6690646460941,2.2393107685109754,107.88355722685493,0.013922669110377641,0.004151347667934616,0.7037037037037037,1.0,0.0032225158027849926,0.0027532554970792415,0.001130137036464478,0.0011006287780980354,0.0009843201483061377,1.3164019623481642
more_secondary,1000.0,100.0,0.0,1,0.0,0.0,0.0,415.1347667934616,0.0,0.0,141.00773847342992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004151347667934616,0.037037037037037035,0.7,0.0,0.0,0.0,0.0,0.0,0.0
more_secondary,1000.0,100.0,0.0,2,0.0,0.0,0.0,415.1347667934616,0.0,0.0,141.00773847342992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004151347667934616,0.25925925925925924,0.85,0.0,0.0,0.0,0.0,0.0,0.0
more_secondary,1000.0,100.0,0.0,3,0.0,0.0,0.0,415.1347667934616,0.0,0.0,141.00773847342992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004151347667934616,0.7037037037037037,1.0,0.0,0.0,0.0,0.0,0.0,0.0
more_secondary,1000.0,100.0,6.0,1,896.0729112460754,0.03266982265647824,98.9300649834487,0.330124073680126,266.26518047765796,27.631040344737638,71.70374399061085,156.33315491592685,13.150956038044338,97.74152117796969,0.025811123188947255,0.9999860833497004,1.2741303141964727e-05,1.1753471585503367e-06,0.0,33.52796434968238,2.2597526508454386,108.86838836939506,1.1579375001463754e-06,0.004151347667934616,0.037037037037037035,0.7,0.01301108242202485,0.0007454544693960089,2.2640315245113708e-05,2.264000016776377e-05,2.123550523660788e-06,36.59674250624497
more_secondary,1000.0,100.0,6.0,2,896.8878872297737,0.03282817928562185,99.18232824440446,0.3280821151526571,264.4920983050609,27.891454838838648,70.69350164627132,157.22688032325598,14.081736488595823,110.39630618293396,0.030182234703916667,0.9999766432196562,2.1300878226282732e-05,2.055902118715469e-06,0.0,34.714379204490484,2.5646781311842863,123.55882168068428,2.024158590216176e-06,0.004151347667934616,0.25925925925925924,0.85,0.014462984751000697,0.0008716971203340989,3.61965235480065e-05,3.619567811375678e-05,3.550146371047122e-06,39.18693689060282
more_secondary,1000.0,100.0,6.0,3,898.5311089226234,0.03307895051377985,99.64125610174023,0.3260502575710825,262.7907654688324,28.38931053166105,69.88663602908562,157.27374400186935,15.477094275962934,128.95328614941099,0.03639254695129621,0.9999569251400461,3.912041121071287e-05,3.954448744847442e-06,0.0,35.68227218041062,3.011433465408139,145.08220974449912,3.890816151270213e-06,0.004151347667934616,0.7037037037037037,1.0,0.016510029576048735,0.0010510579713619334,6.343828097657009e-05,6.34355483815013e-05,6.520068535118812e-06,43.0699663449353
more_secondary,1000.0,100.0,12.0,1,896.5663203018074,0.033139533115587205,99.32162496233128,0.2722262573886447,218.71678769103573,23.87351020758794,35.424337719117815,199.20788025478558,19.635133682261305,311.5759165348917,0.14790556017988557,0.9935986399979729,0.005222312733645148,0.0011790472683821049,0.0,102.85182894471534,8.151471455066401,392.71446802825494,0.0011387415575213754,0.004151347667934616,0.037037037037037035,0.7,0.03036333269552389,0.004271680084492791,0.004114756118291568,0.00408841608305784,0.0008703854556075247,54.641041257124755
more_secondary,1000.0,100.0,12.0,2,897.2734384777239,0.03318052023333063,99.46325741489481,0.27122383941217004,218.01951644452402,23.885950418634284,34.92571712714349,199.11111469740845,20.12768256690883,330.19473376206037,0.15880167724344524,0.9918030486445197,0.006638727917223973,0.001558223438257411,0.0,104.37758669040882,8.698341363962845,419.06108857851723,0.0015031541652594316,0.004151347667934616,0.25925925925925924,0.85,0.031321645903468524,0.004586372285395187,0.00505161882916568,0.0050102109553565805,0.001106454652870662,56.01171610776202
more_secondary,1000.0,100.0,12.0,3,898.6858772994011,0.03325297455852531,99.73840726939102,0.2701507264755387,217.39279724987946,23.96547753457971,34.52742140101713,198.64042221274332,20.907816966965434,358.2000793698756,0.17417097953571894,0.9887523367311848,0.009025586347317512,0.0022220769214997722,0.0,105.61302144787038,9.516883640528864,458.49610303844867,0.0021403755731800233,0.004151347667934616,0.7037037037037037,1.0,0.03266956303081922,0.0050302551416894796,0.00657647225701295,0.006502502311569363,0.0015042643912195853,58.182689661056706
more_secondary,1000.0,100.0,24.0,1,896.9909027067954,0.03323645533448828,99.45088509841298,0.22511816615369068,180.3588138556731,19.904494082149377,8.683067739669456,196.85665780821458,21.101627331433782,662.6742633941018,0.44937420203021167,0.6908529871614231,0.165127345080273,0.14401966775830277,0.0,257.4168144628718,22.691902539406637,1093.2306496360661,0.12949740455153894,0.004151347667934616,0.037037037037037035,0.7,0.03291855354131959,0.012978435881400685,0.059874753479836444,0.04136465229709882,0.0275212241800455,58.72202900512955
more_secondary,1000.0,100.0,24.0,2,897.5905204478865,0.03325539592112822,99.55852359360068,0.22466148454818513,180.08613219870458,19.901266472582567,8.561561076824328,196.53864317750674,21.22193801055129,677.8871321627661,0.4593735238004698,0.6718208884656054,0.17162594130105174,0.15655317023334508,0.0,258.9346067304947,23.422776623540678,1128.4420625359965,0.14027886438627518,0.004151347667934616,0.25925925925925924,0.85,0.032762966396592826,0.01326722761859094,0.06185485540441775,0.041555383913707486,0.02860432355017529,59.05683196026662
more_secondary,1000.0,100.0,24.0,3,898.7893194857578,0.03329097171954068,99.77184797718854,0.22410543690289522,179.84412882290775,19.92144841300446,8.46444702417682,196.16089964512088,21.439147146044657,701.754712637086,0.47359669685635664,0.6448901129669923,0.18025751813373528,0.17485236889927425,0.0,260.1608538045583,24.546663922504713,1182.5877226378964,0.1559207353825111,0.004151347667934616,0.7037037037037037,1.0,0.03256103796736416,0.013678008964520278,0.0645907772701253,0.04165395365035694,0.03004291968895588,59.66128587058758
more_secondary,1000.0,100.0,48.0,1,897.034601609566,0.033268192186626556,99.48126756100334,0.18858494967185707,148.73808093939329,16.48719239464124,0.577197758797262,161.1538927761036,17.80913354446968,854.8435333646717,0.6760003331424532,0.09430367254495164,0.09243003992020708,0.8132662875348403,0.0,530.9987950588716,49.66336457847046,2392.6381768539773,0.5209284591733687,0.004151347667934616,0.037037037037037035,0.7,0.022398305979189157,0.019523655207303134,0.09266531770788013,0.008738679777397836,0.015405006653367847,49.55961168912922
more_secondary,1000.0,100.0,48.0,2,897.6017926947476,0.03328012132133991,99.57848160906441,0.18834752623605167,148.63225809800466,16.482758985632284,0.5699109135540203,161.00158688990462,17.811219370861675,859.5606497242701,0.6782239968171788,0.09005536417091571,0.0893097928050689,0.8206348430240175,0.0,532.2451874028395,50.44473540431255,2430.2823776458063,0.5210178575603398,0.004151347667934616,0.25925925925925924,0.85,0.022310591784342918,0.0195878771325802,0.092872719962512,0.00836368661776749,0.014884965467511483,49.56541616837467
more_secondary,1000.0,100.0,48.0,3,898.7361473599974,0.03330374503827274,99.77279523204827,0.18800704158641138,148.53975485273529,16.486490448062845,0.5640362200402846,160.86257304423026,17.829218535099738,867.6794387424959,0.6815715660765406,0.08426786232872933,0.08499706362235551,0.8307350740489173,0.0,533.2523622116497,51.67763287924169,2489.679834739181,0.5208527571856714,0.004151347667934616,0.7037037037037037,1.0,0.022190141340238813,0.019684558723990855,0.09318157851134322,0.007852212429567554,0.014166177270392585,49.61550460126443
more_secondary,1000.0,100.0,72.0,1,896.9435056195249,0.033270902058800775,99.47310619201644,0.173456822808283,135.2181242296036,14.99536269139738,0.090740977753406,142.192942166128,15.764144007482066,807.6837679326004,0.6991300301132632,0.009832562042782093,0.012289657830386175,0.9778777801268309,0.0,762.6729799563309,72.76224043898432,3505.475631492223,0.3580641908850684,0.004151347667934616,0.037037037037037035,0.7,0.020164571529051985,0.020191667050741584,0.09473707457235916,0.0009315081634843953,0.0020482763050643626,43.86877405750786
more_secondary,1000.0,100.0,72.0,2,897.5088306444707,0.03328223268052393,99.56958181691769,0.17329284341993018,135.1696367343323,14.995212459091297,0.09025155103253757,142.1247708618483,15.763044639835167,808.8163668778201,0.6995913807343409,0.009367583234108403,0.011745374035094203,0.9788870427307995,0.0,763.7733596963632,73.54211069960856,3543.047539364359,0.3540113341486883,0.004151347667934616,0.25925925925925924,0.85,0.020149259963240223,0.02020499137916865,0.09477652254133759,0.0008878269635453312,0.001957562339182367,43.86571471531427
more_secondary,1000.0,100.0,72.0,3,898.6394501314018,0.03330484075941309,99.76257075774967,0.17302385293178882,135.12505416878525,15.000654786379023,0.08981236828030636,142.0633108583869,15.768742105978673,811.125759261108,0.7003731952856049,0.008733641366287875,0.011003003732618661,0.9802633549010954,0.0,764.6629510002568,74.78729367644597,3603.0368766321244,0.3483154095834985,0.004151347667934616,0.7037037037037037,1.0,0.02012850445858288,0.020227571068832374,0.09484320944583384,0.0008283265773276394,0.0018338339554364435,43.88156973762511
