case,order,secondary_nm,primary_nm,time_h,permeability_fluorescence,committed_fraction,membrane_compromised_cumulative,atp_proxy,caspase_proxy,ldh_proxy,surface_complex_copies,internalized_complex_copies,payload_copies,delivered_payload_cumulative,core_committed,rim_committed
core_low,precomplexed,3.0,146.77992676220705,48.0,0.24269458,0.33263359,0.23362111,0.68851783,0.09901248,0.18156992,676.50410603,731.06710955,146.74275773,416.6389452,4.559e-05,0.42693221
core_low,precomplexed,3.0,146.77992676220705,72.0,0.62233534,0.67637082,0.6043044,0.35306937,0.07206642,0.34722207,615.42080492,646.95354908,137.88237394,606.23984573,0.00023994,0.81057473
core_low,precomplexed,3.0,383.1186849557293,24.0,0.00048755,0.00133627,0.00046607,0.97842581,0.0008702,0.00043052,314.32445974,336.84789954,45.30709797,75.98136683,4e-08,0.00181764
core_low,precomplexed,3.0,383.1186849557293,48.0,0.03516169,0.05360821,0.03367878,0.91710908,0.01992943,0.02726444,260.28303987,281.36412757,56.62995139,161.48516482,2.76e-06,0.07187915
core_low,precomplexed,3.0,383.1186849557293,72.0,0.16493915,0.1967986,0.15829518,0.78925002,0.03850342,0.1052597,236.81503715,248.93966131,53.09728081,234.4436308,1.443e-05,0.26003978
core_low,precomplexed,3.0,1000.0,24.0,3.15e-05,8.738e-05,3.01e-05,0.99142932,5.728e-05,2.783e-05,120.64649019,129.45924486,17.46179883,29.32088409,0.0,0.00011914
core_low,precomplexed,3.0,1000.0,48.0,0.0027081,0.0042534,0.00259087,0.97568345,0.00166253,0.00211795,99.88184845,107.98559751,21.75828183,62.15218499,1.6e-07,0.00575695
core_low,precomplexed,3.0,1000.0,72.0,0.01561559,0.01933532,0.01494882,0.95741146,0.0043865,0.01031015,90.88151226,95.5330853,20.38319615,90.15110729,8.3e-07,0.02606203
core_low,precomplexed,100.0,0.01,24.0,1.18e-06,4.01e-06,1.12e-06,0.99698947,2.89e-06,1.05e-06,113.94761799,90.85106715,8.30059612,12.24750835,0.0,5.69e-06
core_low,precomplexed,100.0,0.01,48.0,0.00064585,0.00120492,0.00061358,0.98475072,0.00059134,0.00052886,137.61826259,132.9070116,20.15784521,44.42558132,0.0,0.00171173
core_low,precomplexed,100.0,0.01,72.0,0.00995553,0.0139802,0.00945852,0.96419804,0.00452168,0.00724235,140.96334062,142.83197999,26.10078558,83.06929085,0.0,0.01985481
core_low,precomplexed,100.0,0.026101572156825372,24.0,1.999e-05,6.744e-05,1.899e-05,0.9922966,4.845e-05,1.786e-05,297.26354982,237.0435687,21.66011095,31.96028713,0.0,9.583e-05
core_low,precomplexed,100.0,0.026101572156825372,48.0,0.00933776,0.01694329,0.00887132,0.95637761,0.00807197,0.00760387,358.82387465,346.59538808,52.57978087,115.89438487,0.0,0.02406811
core_low,precomplexed,100.0,0.026101572156825372,72.0,0.10898538,0.14439713,0.10354933,0.84464468,0.0408478,0.07698957,367.41481465,372.32745936,68.05436348,216.64768875,8e-08,0.20499408
core_low,precomplexed,100.0,0.06812920690579614,24.0,0.00031488,0.00104195,0.00029914,0.98072642,0.00074281,0.00028103,774.82013135,618.08963536,56.49679366,83.36896676,0.0,0.00148048
core_low,precomplexed,100.0,0.06812920690579614,48.0,0.08969225,0.14684069,0.08521537,0.84782609,0.06162532,0.07146061,933.95505687,902.51183366,136.99798876,302.06645359,6e-08,0.20851096
core_low,precomplexed,100.0,0.06812920690579614,72.0,0.45113206,0.51020741,0.42878953,0.52138215,0.08141788,0.28247731,955.40622875,968.4734238,177.1303006,564.26955056,1.47e-06,0.72179976
core_low,precomplexed,100.0,0.1778279410038923,24.0,0.0041082,0.01286433,0.00390288,0.95287274,0.00896144,0.00365395,2014.83138054,1608.91751621,147.19130648,217.24256321,0.0,0.01827742
core_low,precomplexed,100.0,0.1778279410038923,48.0,0.33487497,0.44204094,0.31825728,0.60411034,0.12378365,0.24906642,2419.23835602,2340.53937894,355.87968178,785.38945707,1.09e-06,0.62564127
core_low,precomplexed,100.0,0.1778279410038923,72.0,0.68228189,0.69595511,0.65099891,0.31614855,0.0449562,0.34396722,2468.29390998,2504.14951785,458.7991139,1464.29181545,2.75e-05,0.94813179
core_low,precomplexed,100.0,0.464158883361278,24.0,0.03341895,0.08953551,0.03174969,0.88603659,0.05778583,0.02941177,5204.01101654,4167.8368122,382.22994934,564.4398886,2e-08,0.12717302
core_low,precomplexed,100.0,0.464158883361278,48.0,0.54902315,0.62546593,0.52327009,0.41072159,0.10219583,0.36839829,6176.92131647,5997.06124081,916.37115881,2027.67916573,2.171e-05,0.85697106
core_low,precomplexed,100.0,0.464158883361278,72.0,0.82154916,0.84536053,0.79802166,0.17530173,0.04733888,0.36661056,6252.07028903,6359.05216383,1171.22156456,3758.87289784,0.00055846,0.98613331
core_low,precomplexed,100.0,1.2115276586285888,24.0,0.12246572,0.2543913,0.11637283,0.76653882,0.13801847,0.10524782,13136.80206418,10626.49088078,982.38517435,1453.12928061,4.2e-07,0.36040887
core_low,precomplexed,100.0,1.2115276586285888,48.0,0.69931946,0.77721278,0.67576385,0.266005,0.10144893,0.43931912,14952.83742001,14707.42804876,2287.74007574,5108.98413712,0.00053412,0.9325049
core_low,precomplexed,100.0,1.2115276586285888,72.0,0.92695308,0.93897351,0.91370072,0.07316715,0.02527279,0.37027531,14702.95598603,15092.85438684,2834.08771274,9280.84991074,0.0139902,0.99410132
core_low,precomplexed,100.0,3.1622776601683795,24.0,0.23665193,0.40388666,0.22535975,0.63922634,0.17852691,0.19752044,29478.10907338,25101.60509296,2411.49789531,3594.11273295,1.395e-05,0.55612706
core_low,precomplexed,100.0,3.1622776601683795,48.0,0.82539102,0.88890195,0.81007428,0.14763281,0.07882767,0.49322371,28147.47421363,29121.67212548,4906.27331962,11448.19270081,0.02260922,0.95968886
core_low,precomplexed,100.0,3.1622776601683795,72.0,0.96339037,0.96851766,0.95512857,0.03721576,0.01338909,0.33306201,25663.7636232,26973.63015253,5407.78131302,19246.20131999,0.33083495,0.99658124
core_low,precomplexed,100.0,8.25404185268019,24.0,0.35224933,0.55684488,0.34004565,0.51349856,0.21679923,0.29091211,40145.71800617,40279.30293533,4549.10637686,7051.49238714,0.00149645,0.66875759
core_low,precomplexed,100.0,8.25404185268019,48.0,0.89216233,0.9373089,0.88282851,0.08873558,0.05448039,0.49760835,32358.17637695,35072.12959901,6758.68585292,17624.5563602,0.32525542,0.97119372
core_low,precomplexed,100.0,8.25404185268019,72.0,0.98435225,0.98992612,0.98145632,0.01453125,0.0084698,0.30530014,29048.77358152,30673.07038729,6511.23995308,26670.64101269,0.81476371,0.99757181
core_low,precomplexed,100.0,21.544346900318843,24.0,0.4478262,0.6589909,0.43843059,0.42420552,0.22056031,0.36717545,40159.32137517,43080.24666282,5612.42114139,9187.49936122,0.02171746,0.72335554
core_low,precomplexed,100.0,21.544346900318843,48.0,0.91969782,0.9563943,0.91346468,0.06495183,0.04292962,0.48620088,32922.43594743,35688.57113495,7169.00719748,20080.71680284,0.54465969,0.97621326
core_low,precomplexed,100.0,21.544346900318843,72.0,0.98975516,0.99396464,0.9881217,0.00918159,0.00584294,0.28408218,29814.63848768,31392.78571266,6713.01046137,29306.33519417,0.89828813,0.99799724
core_low,precomplexed,100.0,56.23413251903491,24.0,0.49169568,0.69702513,0.48375078,0.38693004,0.21327435,0.39942391,40066.57079673,43440.63272509,5927.80951813,9962.58949557,0.04562895,0.74562126
core_low,precomplexed,100.0,56.23413251903491,48.0,0.92922921,0.96244938,0.92402032,0.05688723,0.03842906,0.47828696,33008.11576528,35758.43852415,7262.63074812,20889.56780658,0.61358145,0.97820176
core_low,precomplexed,100.0,56.23413251903491,72.0,0.99127352,0.99498161,0.98995588,0.0077375,0.00502573,0.27460188,29978.1052418,31534.53875369,6753.36688654,30144.20832762,0.91766415,0.99816515
core_low,precomplexed,100.0,146.77992676220705,24.0,0.46159851,0.67078301,0.45389904,0.41402919,0.21688397,0.37801857,27255.60458639,29466.12184027,4032.36247305,6808.28259671,0.0207706,0.72088182
core_low,precomplexed,100.0,146.77992676220705,48.0,0.91888978,0.95271433,0.91206838,0.06724596,0.04064595,0.47992224,22516.43201109,24369.28787544,4941.81293203,14240.23163387,0.425499,0.97569528
core_low,precomplexed,100.0,146.77992676220705,72.0,0.98708214,0.99075178,0.98448536,0.01250931,0.00626642,0.27987669,20474.41495925,21527.93304967,4604.3411467,20553.26499392,0.81056002,0.99793494
core_low,precomplexed,100.0,383.1186849557293,24.0,0.31768455,0.52617179,0.31017648,0.54956844,0.21599531,0.26789362,10487.087656,11279.11932428,1529.28260775,2573.8120401,0.0014536,0.59379732
core_low,precomplexed,100.0,383.1186849557293,48.0,0.87498653,0.92051419,0.86506045,0.10658775,0.05545374,0.49507277,8677.54515462,9384.36587865,1894.78766976,5429.53396773,0.06590166,0.96107921
core_low,precomplexed,100.0,383.1186849557293,72.0,0.96821621,0.96804565,0.96031545,0.03480568,0.0077302,0.30145209,7894.36637613,8298.97304787,1771.9947966,7862.17104294,0.24922478,0.99652514
core_low,precomplexed,100.0,1000.0,24.0,0.14243917,0.28597679,0.13755201,0.73863107,0.14842478,0.12297544,4022.70921481,4322.02898027,584.6720457,983.06275011,8.771e-05,0.35431569
core_low,precomplexed,100.0,1000.0,48.0,0.77199585,0.85342838,0.7597111,0.19448263,0.09371727,0.48875292,3329.5546162,3600.21209717,726.23406277,2078.16644685,0.00501864,0.91556923
core_low,precomplexed,100.0,1000.0,72.0,0.94644636,0.95078024,0.93618641,0.05636223,0.01459383,0.35085796,3029.44071678,3184.54731044,679.71563796,3011.54665606,0.02405929,0.99124873
fast_repair,simultaneous,0.1,0.01,24.0,0.0,0.0,0.0,0.99977245,0.0,0.0,31.6047196,23.67622592,1.93767448,2.74330968,0.0,0.0
fast_repair,simultaneous,0.1,0.01,48.0,1.3e-07,2.2e-07,1.3e-07,0.99922515,1e-07,1.1e-07,39.04907718,37.56821376,5.52291824,11.64600287,0.0,3.2e-07
fast_repair,simultaneous,0.1,0.01,72.0,1.02e-06,1.3e-06,9.7e-07,0.99892381,3.3e-07,6.9e-07,39.50451014,40.20176789,7.32852788,22.56584327,0.0,1.84e-06
fast_repair,simultaneous,0.1,0.026101572156825372,24.0,1e-08,3e-08,1e-08,0.99942368,2e-08,1e-08,79.96517285,60.01564496,4.9242848,6.97712453,0.0,4e-08
fast_repair,simultaneous,0.1,0.026101572156825372,48.0,2.1e-06,3.49e-06,1.99e-06,0.9980648,1.5e-06,1.67e-06,98.65144329,94.94065171,13.97250721,29.49669649,0.0,4.95e-06
fast_repair,simultaneous,0.1,0.026101572156825372,72.0,1.574e-05,1.991e-05,1.495e-05,0.9973193,4.96e-06,1.065e-05,99.78539323,101.55190442,18.51922031,57.08500333,0.0,2.825e-05
fast_repair,simultaneous,0.1,0.06812920690579614,24.0,1.3e-07,4.3e-07,1.3e-07,0.998606,3e-07,1.2e-07,192.7276859,145.33910608,12.00399003,17.04248727,0.0,6e-07
fast_repair,simultaneous,0.1,0.06812920690579614,48.0,2.754e-05,4.535e-05,2.617e-05,0.99545895,1.919e-05,2.186e-05,236.81710303,228.10566332,33.66686098,71.28165223,0.0,6.438e-05
fast_repair,simultaneous,0.1,0.06812920690579614,72.0,0.00019642,0.00024696,0.00018666,0.99367844,6.03e-05,0.00013217,239.42400506,243.69855415,44.48628656,137.51439638,4e-08,0.00035019
fast_repair,simultaneous,0.1,0.1778279410038923,24.0,1.43e-06,4.51e-06,1.36e-06,0.99696959,3.14e-06,1.28e-06,413.53417323,315.49334586,26.48063856,37.78229585,0.0,6.4e-06
fast_repair,simultaneous,0.1,0.1778279410038923,48.0,0.00024315,0.0003922,0.00023104,0.99063273,0.00016116,0.00019172,503.04888199,485.65155226,72.19535951,153.97481788,2e-08,0.00055658
fast_repair,simultaneous,0.1,0.1778279410038923,72.0,0.0015683,0.00194704,0.00149044,0.98643905,0.0004566,0.00104209,507.77628523,517.08740258,94.65159511,294.68568553,3.9e-07,0.00275928
fast_repair,simultaneous,0.1,0.464158883361278,24.0,8.73e-06,2.64e-05,8.29e-06,0.99463697,1.811e-05,7.74e-06,705.83371115,550.51396681,47.70481437,68.76454487,0.0,3.75e-05
fast_repair,simultaneous,0.1,0.464158883361278,48.0,0.00106956,0.00167272,0.00101632,0.98446773,0.0006564,0.00083441,839.56007751,815.23583285,123.05666188,266.40101024,1.2e-07,0.00237273
fast_repair,simultaneous,0.1,0.464158883361278,72.0,0.00597828,0.0072884,0.0056825,0.97588297,0.00160591,0.00389535,841.95278136,859.05111088,158.41993406,501.14887144,2.33e-06,0.01031443
fast_repair,simultaneous,0.1,1.2115276586285888,24.0,2.379e-05,6.878e-05,2.26e-05,0.99276128,4.618e-05,2.102e-05,892.61463021,717.88360504,64.90840673,94.90552721,0.0,9.769e-05
fast_repair,simultaneous,0.1,1.2115276586285888,48.0,0.00205662,0.00311033,0.00195459,0.98046503,0.00115574,0.00158469,1000.9457453,988.58036264,154.02029314,341.78538753,4.3e-07,0.00440531
fast_repair,simultaneous,0.1,1.2115276586285888,72.0,0.00980761,0.01169978,0.00932824,0.96930573,0.00237155,0.00623422,978.45196694,1005.95846647,189.67456187,620.83019726,9.57e-06,0.0164751
fast_repair,simultaneous,0.1,3.1622776601683795,24.0,3.059e-05,8.405e-05,2.907e-05,0.99232904,5.498e-05,2.691e-05,803.05127774,694.12586041,67.44173678,100.53103936,0.0,0.00011926
fast_repair,simultaneous,0.1,3.1622776601683795,48.0,0.00169028,0.0024326,0.00160908,0.98209405,0.00082352,0.00127791,790.584946,807.970094,135.30998702,316.51833107,3.25e-06,0.00339682
fast_repair,simultaneous,0.1,3.1622776601683795,72.0,0.00637294,0.00739544,0.006093,0.97533226,0.00130244,0.00389755,746.44357451,775.55790257,152.41655997,536.79357871,9.669e-05,0.01000085
fast_repair,simultaneous,0.1,8.25404185268019,24.0,1.453e-05,3.655e-05,1.384e-05,0.99401167,2.271e-05,1.27e-05,477.21231026,452.37451975,49.41217089,76.36449397,6e-08,5.079e-05
fast_repair,simultaneous,0.1,8.25404185268019,48.0,0.00046293,0.00064497,0.00044653,0.9888521,0.00019844,0.00034618,413.84089431,439.20944482,80.43053356,202.90779238,7.932e-05,0.00081499
fast_repair,simultaneous,0.1,8.25404185268019,72.0,0.00144799,0.00166876,0.001411,0.98747239,0.00025776,0.00086538,377.39550871,396.36568486,81.84134067,318.34153539,0.00054699,0.00197901
fast_repair,simultaneous,0.1,21.544346900318843,24.0,2.39e-06,5.78e-06,2.31e-06,0.99665953,3.47e-06,2.11e-06,207.56095607,212.19498414,25.93424218,41.67112218,8.6e-07,7.26e-06
fast_repair,simultaneous,0.1,21.544346900318843,48.0,5.682e-05,7.823e-05,5.575e-05,0.99477904,2.248e-05,4.252e-05,174.42338583,187.36875728,36.23129676,97.49731069,3.952e-05,8.853e-05
fast_repair,simultaneous,0.1,21.544346900318843,72.0,0.00015843,0.00018175,0.00015646,0.99474316,2.529e-05,9.287e-05,158.546531,166.69525458,35.10900169,146.28136184,0.00012171,0.00019765
fast_repair,simultaneous,0.1,56.23413251903491,24.0,2.3e-07,5.4e-07,2.2e-07,0.99849447,3.2e-07,2e-07,83.24378129,87.55076515,11.31131887,18.62208228,2.5e-07,6.1e-07
fast_repair,simultaneous,0.1,56.23413251903491,48.0,4.59e-06,6.27e-06,4.54e-06,0.99781455,1.73e-06,3.43e-06,69.19875449,74.65202039,14.78779797,41.14779646,4.68e-06,6.67e-06
fast_repair,simultaneous,0.1,56.23413251903491,72.0,1.202e-05,1.374e-05,1.194e-05,0.99788377,1.8e-06,6.95e-06,62.91538481,66.14761696,14.04222863,60.52831075,1.151e-05,1.431e-05
fast_repair,simultaneous,0.1,146.77992676220705,24.0,2e-08,4e-08,2e-08,0.99938217,2e-08,1e-08,32.408582,34.50208729,4.57237929,7.61560542,3e-08,4e-08
fast_repair,simultaneous,0.1,146.77992676220705,48.0,3e-07,4.1e-07,3e-07,0.99913057,1.1e-07,2.3e-07,26.86422936,29.02154475,5.80817447,16.41411213,3.5e-07,4.2e-07
fast_repair,simultaneous,0.1,146.77992676220705,72.0,7.7e-07,8.8e-07,7.6e-07,0.99916892,1.1e-07,4.4e-07,24.43521491,25.68799624,5.4700959,23.94214505,8e-07,8.9e-07
fast_repair,simultaneous,0.1,383.1186849557293,24.0,0.0,0.0,0.0,0.99975673,0.0,0.0,12.48995535,13.36041435,1.78915153,2.99428931,0.0,0.0
fast_repair,simultaneous,0.1,383.1186849557293,48.0,2e-08,2e-08,2e-08,0.99966182,1e-08,1e-08,10.34447375,11.18057355,2.24672988,6.38986731,2e-08,3e-08
fast_repair,simultaneous,0.1,383.1186849557293,72.0,5e-08,5e-08,5e-08,0.99967817,1e-08,3e-08,9.41112287,9.89310657,2.10917662,9.28926218,5e-08,5e-08
fast_repair,simultaneous,0.1,1000.0,24.0,0.0,0.0,0.0,0.99990585,0.0,0.0,4.79571548,5.13908037,0.69082001,1.15809094,0.0,0.0
fast_repair,simultaneous,0.1,1000.0,48.0,0.0,0.0,0.0,0.99986968,0.0,0.0,3.97081691,4.29248766,0.86386346,2.46256806,0.0,0.0
fast_repair,simultaneous,0.1,1000.0,72.0,0.0,0.0,0.0,0.99987617,0.0,0.0,3.61289028,3.79782484,0.81002802,3.57561572,0.0,0.0
fast_repair,simultaneous,3.0,0.01,24.0,6e-08,1.7e-07,6e-08,0.99903373,1.1e-07,5e-08,108.02303821,86.59180305,7.96386087,11.7658712,0.0,2.4e-07
fast_repair,simultaneous,3.0,0.01,48.0,6.49e-06,1.029e-05,6.17e-06,0.99735347,4.12e-06,5.08e-06,129.53654378,125.34789047,19.09441458,42.23307303,0.0,1.462e-05
fast_repair,simultaneous,3.0,0.01,72.0,4.042e-05,5.024e-05,3.841e-05,0.9964582,1.183e-05,2.678e-05,132.24299693,134.14308057,24.58155299,78.59349013,0.0,7.132e-05
fast_repair,simultaneous,3.0,0.026101572156825372,24.0,9.9e-07,2.86e-06,9.4e-07,0.99752628,1.92e-06,8.8e-07,281.70609713,225.85096036,20.77378099,30.69171924,0.0,4.07e-06
fast_repair,simultaneous,3.0,0.026101572156825372,48.0,0.00010231,0.00016053,9.72e-05,0.99335555,6.333e-05,7.972e-05,337.61899073,326.75724953,49.78749564,110.13384138,0.0,0.00022798
fast_repair,simultaneous,3.0,0.026101572156825372,72.0,0.00060451,0.00074598,0.00057438,0.99087703,0.0001716,0.00039762,344.54665449,349.53782978,64.06805304,204.89669203,3e-08,0.00105883
fast_repair,simultaneous,3.0,0.06812920690579614,24.0,1.588e-05,4.504e-05,1.509e-05,0.99384316,2.995e-05,1.4e-05,733.56588101,588.35297677,54.13203443,79.97860118,0.0,6.399e-05
fast_repair,simultaneous,3.0,0.06812920690579614,48.0,0.00135632,0.002078,0.00128864,0.98360544,0.00078935,0.00104815,877.84448332,849.98594316,129.59442252,286.76872432,4e-08,0.00295045
fast_repair,simultaneous,3.0,0.06812920690579614,72.0,0.00712097,0.00864489,0.00676651,0.97426357,0.00187838,0.0046017,894.97930271,908.22592547,166.58179044,533.12398089,5.9e-07,0.01226354
fast_repair,simultaneous,3.0,0.1778279410038923,24.0,0.00021764,0.00059423,0.00020677,0.98556055,0.00038746,0.00019129,1902.54159066,1527.57189427,140.65227335,207.82717914,0.0,0.00084416
fast_repair,simultaneous,3.0,0.1778279410038923,48.0,0.01253918,0.01829075,0.01191463,0.958063,0.00637612,0.00950855,2267.36978365,2198.14273291,335.73488623,743.59361579,7.2e-07,0.02595014
fast_repair,simultaneous,3.0,0.1778279410038923,72.0,0.05215679,0.06123829,0.04957438,0.91612888,0.01166391,0.03236546,2305.37374093,2341.50460603,430.24756883,1379.62924272,1.09e-05,0.08668414
fast_repair,simultaneous,3.0,0.464158883361278,24.0,0.00215824,0.00545276,0.00205048,0.96922265,0.00340228,0.00188401,4875.47191744,3926.73081981,362.32192699,535.4827644,3e-08,0.00774395
fast_repair,simultaneous,3.0,0.464158883361278,48.0,0.0638225,0.08603914,0.06066932,0.89260656,0.02536982,0.04662814,5739.50292448,5585.02994776,857.50010694,1904.23222619,1.431e-05,0.12161855
fast_repair,simultaneous,3.0,0.464158883361278,72.0,0.18879207,0.21105594,0.17970166,0.77532411,0.03135428,0.10848339,5788.28076177,5894.23123835,1088.99651331,3512.19841608,0.00021579,0.29537227
fast_repair,simultaneous,3.0,1.2115276586285888,24.0,0.01230072,0.02747407,0.0116883,0.9413085,0.01578576,0.01060303,11941.93464105,9719.69367,902.85733233,1335.17160047,6.9e-07,0.03895952
fast_repair,simultaneous,3.0,1.2115276586285888,48.0,0.16665046,0.20761316,0.15881266,0.78406585,0.0488005,0.11558213,13444.96398808,13262.97224008,2075.04219265,4650.67607068,0.00034478,0.28701949
fast_repair,simultaneous,3.0,1.2115276586285888,72.0,0.36674403,0.39665895,0.35168965,0.60136861,0.0449693,0.19298283,13180.29389847,13541.46161679,2551.40130956,8401.30979657,0.00502437,0.52324132
fast_repair,simultaneous,3.0,3.1622776601683795,24.0,0.03184551,0.06358258,0.03028884,0.90843276,0.03329374,0.02707481,21554.96318238,18500.86790818,1781.00571091,2648.30090839,1.715e-05,0.08924954
fast_repair,simultaneous,3.0,3.1622776601683795,48.0,0.26268664,0.31805052,0.25311278,0.68488288,0.06493775,0.17701202,20894.2511149,21448.65599653,3602.37426597,8409.53058881,0.01124854,0.40080696
fast_repair,simultaneous,3.0,3.1622776601683795,72.0,0.50458053,0.54504352,0.49274321,0.46301404,0.05230031,0.25470016,19626.73854308,20424.20882255,4031.276728,14229.70920322,0.10826604,0.62778246
fast_repair,simultaneous,3.0,8.25404185268019,24.0,0.03148719,0.06187078,0.03012809,0.90602068,0.03174269,0.02679559,14659.92819425,13857.22583986,1509.57250451,2329.87101053,0.0005577,0.0819869
fast_repair,simultaneous,3.0,8.25404185268019,48.0,0.2500387,0.30708428,0.24490668,0.69341381,0.0621776,0.17100781,12607.08149882,13430.71732853,2464.49174696,6210.52115117,0.12062509,0.34598982
fast_repair,simultaneous,3.0,8.25404185268019,72.0,0.47412763,0.51738678,0.46932306,0.48686526,0.04806372,0.24068287,11418.47687381,12018.47481731,2493.53769742,9724.37395609,0.35496924,0.54967963
fast_repair,simultaneous,3.0,21.544346900318843,24.0,0.01401563,0.02903272,0.0136203,0.93444653,0.01541241,0.0121677,6266.28739987,6428.42399252,787.77055242,1266.18349377,0.00776181,0.03452493
fast_repair,simultaneous,3.0,21.544346900318843,48.0,0.13482243,0.17070602,0.13329771,0.81095487,0.03740831,0.0948668,5248.19606895,5643.66174086,1094.52748246,2951.68841593,0.11830758,0.18295728
fast_repair,simultaneous,3.0,21.544346900318843,72.0,0.27896022,0.31016719,0.27723571,0.67662135,0.03293148,0.14793578,4766.9009758,5013.23143338,1057.45408504,4419.73401652,0.25647194,0.32278877
fast_repair,simultaneous,3.0,56.23413251903491,24.0,0.00282366,0.00619257,0.00277545,0.96513443,0.00341712,0.00249377,2499.73672073,2631.93154591,340.58280625,560.99422408,0.00338509,0.00688862
fast_repair,simultaneous,3.0,56.23413251903491,48.0,0.03550951,0.04649911,0.03525587,0.92518557,0.01124324,0.02570972,2076.94134249,2241.04938036,444.31821406,1237.56726346,0.03761492,0.04866238
fast_repair,simultaneous,3.0,56.23413251903491,72.0,0.08149804,0.09214448,0.08115211,0.88207525,0.01099237,0.04515633,1888.18078352,1985.2553685,421.58812776,1819.27920842,0.08141104,0.09479908
fast_repair,simultaneous,3.0,146.77992676220705,24.0,0.00030883,0.00070306,0.00030548,0.98379231,0.00039758,0.0002755,972.42125117,1035.56364714,137.32064485,228.77156325,0.00049565,0.00075311
fast_repair,simultaneous,3.0,146.77992676220705,48.0,0.00466218,0.00622723,0.00464042,0.9743876,0.00158682,0.00343197,805.98694014,870.74942055,174.31222843,492.79264604,0.00544118,0.00641735
fast_repair,simultaneous,3.0,146.77992676220705,72.0,0.01125676,0.0128069,0.01122489,0.96872023,0.00158202,0.00635798,733.10011638,770.69084926,164.12923981,718.65285357,0.01180262,0.01305369
fast_repair,simultaneous,3.0,383.1186849557293,24.0,2.343e-05,5.43e-05,2.323e-05,0.99312415,3.108e-05,2.099e-05,374.71247956,400.86884942,53.69433887,89.8706406,4.2e-05,5.735e-05
fast_repair,simultaneous,3.0,383.1186849557293,48.0,0.00038773,0.00052247,0.0003863,0.99033074,0.00013617,0.00028754,310.3380788,335.42570175,67.40976832,191.74469623,0.00047133,0.00053517
fast_repair,simultaneous,3.0,383.1186849557293,72.0,0.00095385,0.00108663,0.00095172,0.99018775,0.0001349,0.00054229,282.33625461,296.79638538,63.27793368,278.72792157,0.00102077,0.00110316
fast_repair,simultaneous,3.0,1000.0,24.0,1.49e-06,3.47e-06,1.48e-06,0.99724318,2e-06,1.33e-06,143.8729539,154.17971949,20.72740816,34.74879204,2.74e-06,3.66e-06
fast_repair,simultaneous,3.0,1000.0,48.0,2.566e-05,3.471e-05,2.557e-05,0.9961995,9.13e-06,1.909e-05,119.12479254,128.77550009,25.91695489,73.88392644,3.151e-05,3.551e-05
fast_repair,simultaneous,3.0,1000.0,72.0,6.361e-05,7.248e-05,6.347e-05,0.99634435,9.01e-06,3.625e-05,108.38686167,113.93496446,24.30115857,107.27547593,6.836e-05,7.353e-05
fast_repair,simultaneous,100.0,0.01,24.0,7e-08,1.9e-07,6e-08,0.99899404,1.3e-07,6e-08,114.03440912,90.92917718,8.31087754,12.26514925,0.0,2.7e-07
fast_repair,simultaneous,100.0,0.01,48.0,7.55e-06,1.201e-05,7.17e-06,0.99721086,4.84e-06,5.91e-06,137.78108242,133.04533667,20.1771013,44.47209302,0.0,1.706e-05
fast_repair,simultaneous,100.0,0.01,72.0,4.78e-05,5.955e-05,4.542e-05,0.99624266,1.413e-05,3.175e-05,141.19560218,143.04534497,26.13343228,83.16487125,0.0,8.455e-05
fast_repair,simultaneous,100.0,0.026101572156825372,24.0,1.12e-06,3.23e-06,1.06e-06,0.99742588,2.17e-06,9.9e-07,297.49102858,237.2482378,21.68695973,32.00635255,0.0,4.59e-06
fast_repair,simultaneous,100.0,0.026101572156825372,48.0,0.00011834,0.00018621,0.00011243,0.99300644,7.377e-05,9.231e-05,359.25399181,346.96016466,52.63038758,116.01635177,0.0,0.00026446
fast_repair,simultaneous,100.0,0.026101572156825372,72.0,0.00070859,0.00087602,0.00067326,0.99030359,0.00020276,0.00046695,368.03069929,372.89269503,68.14056886,216.89935448,3e-08,0.00124358
fast_repair,simultaneous,100.0,0.06812920690579614,24.0,1.786e-05,5.073e-05,1.697e-05,0.99359989,3.376e-05,1.575e-05,775.42173904,618.62770372,56.56705075,83.48942725,0.0,7.208e-05
fast_repair,simultaneous,100.0,0.06812920690579614,48.0,0.00155069,0.00237912,0.00147329,0.98273946,0.00090583,0.00119905,935.11386535,903.48993257,137.13244857,302.3887373,3e-08,0.00337837
fast_repair,simultaneous,100.0,0.06812920690579614,72.0,0.0081886,0.00994815,0.0077808,0.97237069,0.00216736,0.00529615,957.08115452,970.00650505,177.36273403,564.94199735,5.3e-07,0.01411486
fast_repair,simultaneous,100.0,0.1778279410038923,24.0,0.00024435,0.00066689,0.00023214,0.98501376,0.00043475,0.00021474,2016.45948474,1610.34770153,147.37601319,217.55864755,0.0,0.00094745
fast_repair,simultaneous,100.0,0.1778279410038923,48.0,0.01402424,0.02043435,0.01332541,0.95564134,0.00710894,0.0106308,2422.52756698,2343.28294608,356.2483347,786.25924502,6e-07,0.02899654
fast_repair,simultaneous,100.0,0.1778279410038923,72.0,0.05795123,0.06795764,0.05507977,0.90967772,0.01287787,0.03591074,2473.16764871,2508.57993082,459.46065541,1466.16126912,9.73e-06,0.09622211
